# MEAN_SAMPLE_SIZE = 99339
# TOTAL_GENES = 18121
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:biocarta_r...14        SET      14      0.16063    0.0044633      0.17888      0.18461 Curated_gene_sets:biocarta_rela_pathway
Curated_gene_sets:biocarta_n...8         SET      28     0.016317   0.00064091      0.13101      0.45044 Curated_gene_sets:biocarta_no1_pathway
Curated_gene_sets:biocarta_c...29        SET      20     -0.18526   -0.0061516      0.14798       0.8947 Curated_gene_sets:biocarta_csk_pathway
Curated_gene_sets:biocarta_s...13        SET      11     -0.11015   -0.0027132      0.17933      0.73047 Curated_gene_sets:biocarta_srcrptp_pathway
Curated_gene_sets:biocarta_a...15        SET      18     -0.14107   -0.0044441      0.15845      0.81334 Curated_gene_sets:biocarta_ami_pathway
Curated_gene_sets:biocarta_g...10        SET      14       0.3017    0.0083828       0.1651     0.033831 Curated_gene_sets:biocarta_granulocytes_pathway
Curated_gene_sets:biocarta_l...7         SET      12     -0.13069   -0.0033622      0.18803      0.75649 Curated_gene_sets:biocarta_lym_pathway
Curated_gene_sets:biocarta_a...16        SET      17    -0.047675   -0.0014596       0.1445      0.62927 Curated_gene_sets:biocarta_arap_pathway
Curated_gene_sets:biocarta_a...6         SET      30      0.10988    0.0044673      0.11305      0.16555 Curated_gene_sets:biocarta_agr_pathway
Curated_gene_sets:biocarta_a...9         SET      11     -0.15264   -0.0037596      0.18778      0.79184 Curated_gene_sets:biocarta_akap95_pathway
Curated_gene_sets:biocarta_a...11        SET      20     0.080668    0.0026785      0.14139      0.28416 Curated_gene_sets:biocarta_akt_pathway
Curated_gene_sets:biocarta_a...12        SET      36      0.13353     0.005946      0.10537      0.10255 Curated_gene_sets:biocarta_alk_pathway
Curated_gene_sets:biocarta_a...20        SET      26     -0.11284   -0.0042713      0.11258      0.84189 Curated_gene_sets:biocarta_at1r_pathway
Curated_gene_sets:biocarta_a...1         SET      10     -0.24544   -0.0057643      0.21515      0.87302 Curated_gene_sets:biocarta_ace2_pathway
Curated_gene_sets:biocarta_a...19        SET      12      0.10814    0.0027819      0.18122      0.27535 Curated_gene_sets:biocarta_asbcell_pathway
Curated_gene_sets:biocarta_d...5         SET       9      0.12278    0.0027358      0.17589      0.24257 Curated_gene_sets:biocarta_dnafragment_pathway
Curated_gene_sets:biocarta_c...20        SET      17        0.348     0.010654      0.15229     0.011158 Curated_gene_sets:biocarta_chemical_pathway
Curated_gene_sets:biocarta_s...11        SET      16     -0.15019   -0.0044611      0.13658      0.86425 Curated_gene_sets:biocarta_sppa_pathway
Curated_gene_sets:biocarta_a...21        SET      20     -0.18795   -0.0062409      0.13569      0.91699 Curated_gene_sets:biocarta_atm_pathway
Curated_gene_sets:biocarta_a...5         SET      11    -0.036154  -0.00089052      0.19721      0.57273 Curated_gene_sets:biocarta_agpcr_pathway
Curated_gene_sets:biocarta_b...7         SET      14      0.21951    0.0060992       0.1613     0.086784 Curated_gene_sets:biocarta_bcellsurvival_pathway
Curated_gene_sets:biocarta_b...10        SET      12     -0.12032   -0.0030954      0.16845      0.76248 Curated_gene_sets:biocarta_blymphocyte_pathway
Curated_gene_sets:biocarta_b...8         SET      30     0.014628   0.00059471      0.10193      0.44295 Curated_gene_sets:biocarta_bcr_pathway
Curated_gene_sets:biocarta_b...9         SET      28     0.015214    0.0005976      0.10522      0.44252 Curated_gene_sets:biocarta_biopeptides_pathway
Curated_gene_sets:biocarta_r...7         SET      14     0.070776    0.0019665      0.17044      0.33898 Curated_gene_sets:biocarta_rankl_pathway
Curated_gene_sets:biocarta_c...1         SET       9      0.32472    0.0072352      0.21604     0.066423 Curated_gene_sets:biocarta_cacam_pathway
Curated_gene_sets:biocarta_c...15        SET      16     -0.04387    -0.001303      0.14097      0.62218 Curated_gene_sets:biocarta_cdmac_pathway
Curated_gene_sets:biocarta_c...5         SET      23    -0.010363  -0.00036899       0.1305      0.53165 Curated_gene_sets:biocarta_carm_er_pathway
Curated_gene_sets:biocarta_c...6         SET      20      0.17806    0.0059123      0.14268      0.10604 Curated_gene_sets:biocarta_caspase_pathway
Curated_gene_sets:biocarta_c...8         SET      11      0.11735    0.0028905      0.19843      0.27713 Curated_gene_sets:biocarta_cbl_pathway
Curated_gene_sets:biocarta_c...9         SET      18    -0.078975   -0.0024879       0.1357       0.7197 Curated_gene_sets:biocarta_ccr3_pathway
Curated_gene_sets:biocarta_c...11        SET      11      0.11307    0.0027851      0.20164      0.28748 Curated_gene_sets:biocarta_cd40_pathway
Curated_gene_sets:biocarta_m...5         SET      18     -0.29477   -0.0092858      0.15232      0.97351 Curated_gene_sets:biocarta_mcm_pathway
Curated_gene_sets:biocarta_g...1         SET      27      0.12081    0.0046598      0.11598       0.1488 Curated_gene_sets:biocarta_g1_pathway
Curated_gene_sets:biocarta_g...2         SET      23      0.06961    0.0024785      0.11724      0.27635 Curated_gene_sets:biocarta_g2_pathway
Curated_gene_sets:biocarta_c...16        SET      10     0.075545    0.0017742      0.20927      0.35905 Curated_gene_sets:biocarta_cell2cell_pathway
Curated_gene_sets:biocarta_l...1         SET      17      0.10454    0.0032005      0.16145      0.25866 Curated_gene_sets:biocarta_lair_pathway
Curated_gene_sets:biocarta_c...18        SET      20     0.025098   0.00083335      0.12085      0.41774 Curated_gene_sets:biocarta_ceramide_pathway
Curated_gene_sets:biocarta_t...13        SET      19     0.013728   0.00044432      0.13734      0.46019 Curated_gene_sets:biocarta_tid_pathway
Curated_gene_sets:biocarta_c...24        SET      13      0.10051    0.0026913      0.16564      0.27198 Curated_gene_sets:biocarta_classic_pathway
Curated_gene_sets:biocarta_c...25        SET      19    -0.045116   -0.0014602      0.15253       0.6163 Curated_gene_sets:biocarta_comp_pathway
Curated_gene_sets:biocarta_v...1         SET      24     -0.02341   -0.0008514      0.11873      0.57815 Curated_gene_sets:biocarta_vdr_pathway
Curated_gene_sets:biocarta_h...3         SET      23     0.085838    0.0030562      0.12073      0.23855 Curated_gene_sets:biocarta_hdac_pathway
Curated_gene_sets:biocarta_g...5         SET      17      0.14902    0.0045624      0.15687      0.17107 Curated_gene_sets:biocarta_gcr_pathway
Curated_gene_sets:biocarta_c...31        SET      23       0.2018     0.007185      0.12056     0.047088 Curated_gene_sets:biocarta_ctcf_pathway
Curated_gene_sets:biocarta_c...32        SET      13     -0.11214   -0.0030027      0.17372      0.74071 Curated_gene_sets:biocarta_ctl_pathway
Curated_gene_sets:biocarta_c...34        SET      19     -0.12241   -0.0039617      0.12264      0.84088 Curated_gene_sets:biocarta_cxcr4_pathway
Curated_gene_sets:biocarta_c...17        SET      21     0.070014    0.0023821      0.14309      0.31232 Curated_gene_sets:biocarta_cellcycle_pathway
Curated_gene_sets:biocarta_c...19        SET      11    -0.016604  -0.00040898      0.20628      0.53208 Curated_gene_sets:biocarta_cftr_pathway
Curated_gene_sets:biocarta_c...35        SET      18     -0.13744   -0.0043297      0.15157      0.81773 Curated_gene_sets:biocarta_cytokine_pathway
Curated_gene_sets:biocarta_i...18        SET      26    -0.030645     -0.00116      0.12013      0.60067 Curated_gene_sets:biocarta_inflam_pathway
Curated_gene_sets:biocarta_d...1         SET      12     0.014154   0.00036413      0.19274      0.47073 Curated_gene_sets:biocarta_d4gdi_pathway
Curated_gene_sets:biocarta_d...2         SET      14     -0.14173    -0.003938      0.18189      0.78206 Curated_gene_sets:biocarta_dc_pathway
Curated_gene_sets:biocarta_p...2         SET       8     -0.28746   -0.0060387      0.22072       0.9036 Curated_gene_sets:biocarta_p35alzheimers_pathway
Curated_gene_sets:biocarta_r...17        SET       9     0.072719    0.0016203      0.19348      0.35351 Curated_gene_sets:biocarta_rna_pathway
Curated_gene_sets:biocarta_m...16        SET      17    -0.029787  -0.00091194      0.14187      0.58315 Curated_gene_sets:biocarta_mta3_pathway
Curated_gene_sets:biocarta_s...7         SET      10      0.09556    0.0022443      0.19971      0.31615 Curated_gene_sets:biocarta_skp2e2f_pathway
Curated_gene_sets:biocarta_c...2         SET      18      0.20468     0.006448      0.14284     0.075939 Curated_gene_sets:biocarta_calcineurin_pathway
Curated_gene_sets:biocarta_e...5         SET      26     0.053448    0.0020231      0.10613      0.30727 Curated_gene_sets:biocarta_egf_pathway
Curated_gene_sets:biocarta_e...21        SET       9     -0.43497   -0.0096916      0.20081      0.98484 Curated_gene_sets:biocarta_etc_pathway
Curated_gene_sets:biocarta_n...1         SET      17      0.17057    0.0052221      0.15945      0.14238 Curated_gene_sets:biocarta_ndkdynamin_pathway
Curated_gene_sets:biocarta_e...12        SET       8     -0.22486   -0.0047237      0.23065      0.83518 Curated_gene_sets:biocarta_epha4_pathway
Curated_gene_sets:biocarta_e...13        SET      18       0.1053    0.0033173      0.12357      0.19706 Curated_gene_sets:biocarta_epo_pathway
Curated_gene_sets:biocarta_e...1         SET      19     -0.20529    -0.006644      0.13381       0.9375 Curated_gene_sets:biocarta_ecm_pathway
Curated_gene_sets:biocarta_e...19        SET      26      -0.1199   -0.0045387      0.11018      0.86175 Curated_gene_sets:biocarta_erk_pathway
Curated_gene_sets:biocarta_e...20        SET      15    -0.069763   -0.0020064      0.15237      0.67647 Curated_gene_sets:biocarta_eryth_pathway
Curated_gene_sets:biocarta_e...14        SET      11    -0.027191  -0.00066975       0.1737       0.5622 Curated_gene_sets:biocarta_eponfkb_pathway
Curated_gene_sets:biocarta_e...10        SET      14      0.28011     0.007783      0.16301     0.042874 Curated_gene_sets:biocarta_eif_pathway
Curated_gene_sets:biocarta_e...23        SET      13    -0.011123  -0.00029783      0.18175       0.5244 Curated_gene_sets:biocarta_extrinsic_pathway
Curated_gene_sets:biocarta_f...1         SET      29      0.14436    0.0057707      0.11407      0.10284 Curated_gene_sets:biocarta_fas_pathway
Curated_gene_sets:biocarta_f...3         SET      36      0.12343    0.0054962     0.093387     0.093142 Curated_gene_sets:biocarta_fcer1_pathway
Curated_gene_sets:biocarta_f...4         SET      12      0.13132    0.0033784      0.18922      0.24384 Curated_gene_sets:biocarta_fibrinolysis_pathway
Curated_gene_sets:biocarta_f...6         SET      33     0.020458   0.00087227     0.097779      0.41714 Curated_gene_sets:biocarta_fmlp_pathway
Curated_gene_sets:biocarta_f...8         SET       9    -0.047341   -0.0010548      0.18802       0.5994 Curated_gene_sets:biocarta_free_pathway
Curated_gene_sets:biocarta_g...3         SET       9   -0.0048875   -0.0001089        0.204      0.50956 Curated_gene_sets:biocarta_gaba_pathway
Curated_gene_sets:biocarta_g...4         SET      14     -0.13736   -0.0038165      0.18144      0.77548 Curated_gene_sets:biocarta_gata3_pathway
Curated_gene_sets:biocarta_s...5         SET       9    -0.052684   -0.0011739      0.18313      0.61321 Curated_gene_sets:biocarta_set_pathway
Curated_gene_sets:biocarta_g...6         SET      26     0.071752     0.002716      0.10942      0.25601 Curated_gene_sets:biocarta_gh_pathway
Curated_gene_sets:biocarta_a...7         SET       9      0.19433    0.0043298      0.19126      0.15481 Curated_gene_sets:biocarta_ahsp_pathway
Curated_gene_sets:biocarta_t...2         SET       9     -0.14122   -0.0031465      0.22457      0.73527 Curated_gene_sets:biocarta_tcapoptosis_pathway
Curated_gene_sets:biocarta_h...7         SET      53     0.094092    0.0050813     0.084572      0.13295 Curated_gene_sets:biocarta_hivnef_pathway
Curated_gene_sets:biocarta_s...2         SET       5      -0.1597   -0.0026525      0.29232      0.70757 Curated_gene_sets:biocarta_salmonella_pathway
Curated_gene_sets:biocarta_m...13        SET      21     -0.13638   -0.0046402      0.13342      0.84665 Curated_gene_sets:biocarta_mpr_pathway
Curated_gene_sets:biocarta_h...2         SET      17    -0.093322   -0.0028571      0.13609      0.75356 Curated_gene_sets:biocarta_hcmv_pathway
Curated_gene_sets:biocarta_p...5         SET      20      0.15795    0.0052447      0.14262      0.13404 Curated_gene_sets:biocarta_p53hypoxia_pathway
Curated_gene_sets:biocarta_h...6         SET      15      0.16784    0.0048272      0.16566       0.1555 Curated_gene_sets:biocarta_hif_pathway
Curated_gene_sets:biocarta_i...3         SET      20    -0.080223   -0.0026637      0.12611      0.73766 Curated_gene_sets:biocarta_igf1_pathway
Curated_gene_sets:biocarta_i...8         SET      15     -0.12821   -0.0036873      0.16897        0.776 Curated_gene_sets:biocarta_il17_pathway
Curated_gene_sets:biocarta_i...11        SET      20     0.073197    0.0024305      0.12584       0.2804 Curated_gene_sets:biocarta_il2_pathway
Curated_gene_sets:biocarta_i...13        SET      14     0.078129    0.0021708      0.14531      0.29541 Curated_gene_sets:biocarta_il3_pathway
Curated_gene_sets:biocarta_i...14        SET      10      0.19733    0.0046345      0.20609      0.16916 Curated_gene_sets:biocarta_il4_pathway
Curated_gene_sets:biocarta_i...15        SET      11     -0.10688   -0.0026326      0.19401      0.70915 Curated_gene_sets:biocarta_il5_pathway
Curated_gene_sets:biocarta_i...16        SET      20    -0.032317   -0.0010731       0.1279      0.59974 Curated_gene_sets:biocarta_il6_pathway
Curated_gene_sets:biocarta_i...6         SET      13      -0.1374   -0.0036789      0.17442      0.78457 Curated_gene_sets:biocarta_il10_pathway
Curated_gene_sets:biocarta_i...7         SET      18     -0.10497   -0.0033067      0.15048      0.75726 Curated_gene_sets:biocarta_il12_pathway
Curated_gene_sets:biocarta_i...12        SET      35       0.2328     0.010222      0.10966     0.016889 Curated_gene_sets:biocarta_il2rb_pathway
Curated_gene_sets:biocarta_i...10        SET       9      0.48891     0.010893      0.20076    0.0074439 Curated_gene_sets:biocarta_il22bp_pathway
Curated_gene_sets:biocarta_i...17        SET      16      0.17903    0.0053175      0.16953      0.14548 Curated_gene_sets:biocarta_il7_pathway
Curated_gene_sets:biocarta_g...11        SET      20       0.3208     0.010652      0.14368     0.012789 Curated_gene_sets:biocarta_gsk3_pathway
Curated_gene_sets:biocarta_d...3         SET      26       0.1334    0.0050497      0.12617      0.14518 Curated_gene_sets:biocarta_death_pathway
Curated_gene_sets:biocarta_r...4         SET      25      0.21929    0.0081396      0.12581     0.040678 Curated_gene_sets:biocarta_raccycd_pathway
Curated_gene_sets:biocarta_g...8         SET      23      0.15272    0.0054374      0.11773     0.097301 Curated_gene_sets:biocarta_gleevec_pathway
Curated_gene_sets:biocarta_i...19        SET      20    -0.073059   -0.0024259      0.12813      0.71572 Curated_gene_sets:biocarta_insulin_pathway
Curated_gene_sets:biocarta_i...20        SET      33     -0.26608    -0.011345      0.10558      0.99413 Curated_gene_sets:biocarta_integrin_pathway
Curated_gene_sets:biocarta_i...21        SET      19     -0.19125   -0.0061897       0.1536      0.89344 Curated_gene_sets:biocarta_intrinsic_pathway
Curated_gene_sets:biocarta_k...          SET      44    -0.055288   -0.0027211     0.089714      0.73114 Curated_gene_sets:biocarta_keratinocyte_pathway
Curated_gene_sets:biocarta_t...4         SET      12     -0.20962   -0.0053926       0.1875       0.8682 Curated_gene_sets:biocarta_tcra_pathway
Curated_gene_sets:biocarta_l...3         SET      12     0.049246    0.0012669      0.16747      0.38436 Curated_gene_sets:biocarta_lectin_pathway
Curated_gene_sets:biocarta_p...30        SET      27    -0.087468   -0.0033739      0.10557      0.79631 Curated_gene_sets:biocarta_pyk2_pathway
Curated_gene_sets:biocarta_e...6         SET      11     -0.30573   -0.0075305      0.15381      0.97657 Curated_gene_sets:biocarta_egfr_smrte_pathway
